0306181001	4.1
0306181002	5.9
0306181003	6.7
0306181004	5.3
0306181005	5.1
0306181006	5.5
0306181007	5.2
0306181008	5.3
0306181009	6.2
0306181010	5.3
0306181012	5.8
0306181014	5.0
0306181015	5.4
0306181016	5.1
0306181017	5.0
0306181018	6.6
0306181019	5.1
0306181020	5.4
0306181021	4.9
0306181022	5.2
0306181023	5.2
0306181024	4.5
0306181025	6.2
0306181026	5.3
0306181027	5.0
0306181028	4.8
0306181029	4.6
0306181030	1.6
0306181031	0.0
0306181032	5.2
0306181033	6.6
0306181034	5.3
0306181035	5.0
0306181036	4.5
0306181037	7.4
0306181038	4.5
0306181039	5.3
0306181040	4.7
0306181041	5.0
0306181042	4.9
0306181043	4.3
0306181044	4.9
0306181045	5.3
0306181046	4.0
0306181047	3.8
0306181048	5.7
0306181049	5.2
0306181050	4.1
0306181051	5.3
0306181053	5.5
0306181054	5.0
0306181055	5.2
0306181056	5.7
0306181057	4.3
0306181058	4.3
0306181059	4.1
0306181060	7.6
0306181061	4.1
0306181062	4.5
0306181063	6.9
0306181064	5.6
0306181065	5.0
0306181066	6.3
0306181067	5.0
0306181068	4.8
0306181069	5.7
0306181070	6.0
0306181071	5.0
0306181072	5.7
0306181073	5.3
0306181074	6.0
0306181075	4.6
0306181076	4.6
0306181077	5.1
0306181078	5.5
0306181079	4.5
0306181080	4.3
0306181081	4.4
0306181082	5.0
0306181083	3.8
0306181084	5.0
0306181085	5.5
0306181086	6.3
0306181087	3.5
0306181089	4.3
0306181091	5.3
0306181092	4.8
0306181093	4.7
0306181094	5.3
0306181097	5.8
0306181098	5.0
0306181099	6.0
0306181100	5.1
0306181101	1.8
0306181102	4.5
0306181103	4.7
0306181104	5.0
0306181105	5.1
0306181106	4.3
0306181107	4.8
0306181108	4.4
0306181109	4.8
0306181110	4.8
0306181111	5.7
0306181112	6.2
0306181113	5.3
0306181114	6.2
0306181115	5.6
0306181116	6.9
0306181117	5.1
0306181118	6.2
0306181119	6.4
0306181120	4.7
0306181121	4.5
0306181122	4.5
0306181124	5.0
0306181125	3.4
0306181126	4.5
0306181127	5.1
0306181128	5.1
0306181129	5.3
0306181130	5.1
0306181131	3.0
0306181132	4.8
0306181133	6.7
0306181134	0.6
0306181135	4.0
0306181136	4.7
0306181137	5.9
0306181138	4.7
0306181139	4.8
0306181140	5.0
0306181141	4.4
0306181142	5.2
0306181143	3.5
0306181144	5.2
0306181145	4.3
0306181146	5.4
0306181147	6.0
0306181148	5.6
0306181149	4.7
0306181150	6.3
0306181151	3.8
0306181152	5.1
0306181153	3.6
0306181154	3.8
0306181155	0.0
0306181156	5.2
0306181157	6.9
0306181158	7.2
0306181159	5.6
0306181160	5.2
0306181161	4.3
0306181162	5.5
0306181163	5.1
0306181164	4.7
0306181165	4.7
0306181166	3.9
0306181167	4.8
0306181168	5.7
0306181169	5.3
0306181170	1.6
0306181171	5.3
0306181172	4.5
0306181173	0.0
0306181174	1.6
0306181175	5.5
0306181176	6.5
0306181177	0.2
0306181178	7.8
0306181179	5.4
0306181180	5.4
0306181182	4.7
0306181183	6.8
0306181184	6.7
0306181185	7.3
0306181186	5.5
0306181187	5.2
0306181188	5.9
0306181189	4.3
0306181190	3.3
0306181192	3.1
0306181194	5.5
0306181195	5.4
0306181294	4.8
0306181295	2.9
0306181296	5.6
0306181297	5.5
0306181298	6.2
0306181299	7.0
0306181300	4.3
0306181301	6.2
0306181302	5.4
0306181303	4.5
0306181304	3.6
0306181305	6.1
0306181306	5.2
0306181307	5.9
0306181308	5.2
0306181309	5.7
0306181310	5.1
0306181311	5.8
0306181312	4.3
0306181313	5.0
0306181314	4.0
0306181315	6.2
0306181316	4.1
0306181317	5.5
0306181318	4.0
0306181319	5.6
0306181320	5.7
0306181321	4.5
0306181322	4.8
0306181324	5.5
0306181325	4.4
0306181326	4.1
0306181328	4.4
0306181329	5.5
0306181330	5.3
0306181331	4.1
0306181332	4.9
0306181333	4.0
0306181335	6.1
0306181336	4.3
0306181337	5.4
0306181339	4.1
0306181340	4.4
0306181341	4.0
0306181342	5.4
0306181343	4.5
0306181344	5.1
0306181345	4.1
0306181346	5.4
0306181347	6.6
0306181348	5.9
0306181349	4.8
0306181350	6.6
0306181351	6.5
0306181353	6.6
0306181354	5.3
0306181355	5.1
0306181356	5.9
0306181357	3.6
0306181358	4.7
0306181359	5.2
0306181360	5.9
0306181362	4.5
0306181363	5.3
0306181365	5.2
0306181366	3.4
0306181367	5.1
0306181368	4.1
0306181369	4.6
0306181370	5.4
0306181371	4.6
0306181372	4.5
0306181373	7.0
0306181374	5.7
0306181375	4.7
0306181376	4.5
0306181377	4.9
0306181378	3.5
0306181379	4.7
0306181380	5.4
0306181381	4.1
0306181382	5.7
0306181384	5.9
0306181385	3.6
0306181386	6.6
0306181387	5.3
0306181388	4.7
0306181389	4.3
0306181390	6.5
0306171389	6.8
	
	
	
	
	
	

